Bandit,Reward,Algorithm
16400,0,ThompsonSampling
16401,1,ThompsonSampling
16402,0,ThompsonSampling
16403,0,ThompsonSampling
16404,0,ThompsonSampling
16405,1,ThompsonSampling
16406,0,ThompsonSampling
16407,0,ThompsonSampling
16408,0,ThompsonSampling
16409,1,ThompsonSampling
16410,0,ThompsonSampling
16411,1,ThompsonSampling
16412,1,ThompsonSampling
16413,0,ThompsonSampling
16414,0,ThompsonSampling
16415,1,ThompsonSampling
16416,1,ThompsonSampling
16417,0,ThompsonSampling
16418,1,ThompsonSampling
16419,0,ThompsonSampling
16420,1,ThompsonSampling
16421,0,ThompsonSampling
16422,0,ThompsonSampling
16423,0,ThompsonSampling
16424,1,ThompsonSampling
16425,1,ThompsonSampling
16426,1,ThompsonSampling
16427,1,ThompsonSampling
16428,0,ThompsonSampling
16429,1,ThompsonSampling
16430,1,ThompsonSampling
16431,1,ThompsonSampling
16432,1,ThompsonSampling
16433,1,ThompsonSampling
16434,1,ThompsonSampling
16435,0,ThompsonSampling
16436,1,ThompsonSampling
16437,0,ThompsonSampling
16438,0,ThompsonSampling
16439,1,ThompsonSampling
16440,1,ThompsonSampling
16441,0,ThompsonSampling
16442,0,ThompsonSampling
16443,0,ThompsonSampling
16444,0,ThompsonSampling
16445,1,ThompsonSampling
16446,0,ThompsonSampling
16447,1,ThompsonSampling
16448,0,ThompsonSampling
16449,1,ThompsonSampling
16450,1,ThompsonSampling
16451,1,ThompsonSampling
16452,1,ThompsonSampling
16453,0,ThompsonSampling
16454,0,ThompsonSampling
16455,1,ThompsonSampling
16456,0,ThompsonSampling
16457,1,ThompsonSampling
16458,1,ThompsonSampling
16459,0,ThompsonSampling
16460,0,ThompsonSampling
16461,1,ThompsonSampling
16462,1,ThompsonSampling
16463,1,ThompsonSampling
16464,0,ThompsonSampling
16465,0,ThompsonSampling
16466,1,ThompsonSampling
16467,0,ThompsonSampling
16468,0,ThompsonSampling
16469,0,ThompsonSampling
16470,0,ThompsonSampling
16471,0,ThompsonSampling
16472,1,ThompsonSampling
16473,1,ThompsonSampling
16474,0,ThompsonSampling
16475,1,ThompsonSampling
16476,0,ThompsonSampling
16477,0,ThompsonSampling
16478,0,ThompsonSampling
16479,0,ThompsonSampling
16480,0,ThompsonSampling
16481,1,ThompsonSampling
16482,0,ThompsonSampling
16483,1,ThompsonSampling
16484,1,ThompsonSampling
16485,0,ThompsonSampling
16486,1,ThompsonSampling
16487,0,ThompsonSampling
16488,0,ThompsonSampling
16489,0,ThompsonSampling
16490,0,ThompsonSampling
16491,1,ThompsonSampling
16492,1,ThompsonSampling
16493,0,ThompsonSampling
16494,1,ThompsonSampling
16495,0,ThompsonSampling
16496,0,ThompsonSampling
16497,0,ThompsonSampling
16498,0,ThompsonSampling
16499,0,ThompsonSampling
16500,1,ThompsonSampling
16501,0,ThompsonSampling
16502,0,ThompsonSampling
16503,0,ThompsonSampling
16504,0,ThompsonSampling
16505,0,ThompsonSampling
16506,0,ThompsonSampling
16507,0,ThompsonSampling
16508,1,ThompsonSampling
16509,1,ThompsonSampling
16510,0,ThompsonSampling
16511,0,ThompsonSampling
16512,0,ThompsonSampling
16513,1,ThompsonSampling
16514,0,ThompsonSampling
16515,0,ThompsonSampling
16516,0,ThompsonSampling
16517,0,ThompsonSampling
16518,1,ThompsonSampling
16519,0,ThompsonSampling
16520,1,ThompsonSampling
16521,0,ThompsonSampling
16522,1,ThompsonSampling
16523,1,ThompsonSampling
16524,1,ThompsonSampling
16525,1,ThompsonSampling
16526,0,ThompsonSampling
16527,0,ThompsonSampling
16528,0,ThompsonSampling
16529,0,ThompsonSampling
16530,1,ThompsonSampling
16531,0,ThompsonSampling
16532,1,ThompsonSampling
16533,1,ThompsonSampling
16534,0,ThompsonSampling
16535,1,ThompsonSampling
16536,0,ThompsonSampling
16537,1,ThompsonSampling
16538,1,ThompsonSampling
16539,1,ThompsonSampling
16540,0,ThompsonSampling
16541,1,ThompsonSampling
16542,0,ThompsonSampling
16543,0,ThompsonSampling
16544,1,ThompsonSampling
16545,0,ThompsonSampling
16546,0,ThompsonSampling
16547,1,ThompsonSampling
16548,1,ThompsonSampling
16549,0,ThompsonSampling
16550,1,ThompsonSampling
16551,1,ThompsonSampling
16552,1,ThompsonSampling
16553,0,ThompsonSampling
16554,1,ThompsonSampling
16555,0,ThompsonSampling
16556,1,ThompsonSampling
16557,1,ThompsonSampling
16558,1,ThompsonSampling
16559,1,ThompsonSampling
16560,1,ThompsonSampling
16561,0,ThompsonSampling
16562,0,ThompsonSampling
16563,1,ThompsonSampling
16564,1,ThompsonSampling
16565,1,ThompsonSampling
16566,1,ThompsonSampling
16567,0,ThompsonSampling
16568,0,ThompsonSampling
16569,0,ThompsonSampling
16570,1,ThompsonSampling
16571,0,ThompsonSampling
16572,1,ThompsonSampling
16573,0,ThompsonSampling
16574,1,ThompsonSampling
16575,0,ThompsonSampling
16576,0,ThompsonSampling
16577,1,ThompsonSampling
16578,1,ThompsonSampling
16579,0,ThompsonSampling
16580,1,ThompsonSampling
16581,1,ThompsonSampling
16582,0,ThompsonSampling
16583,1,ThompsonSampling
16584,0,ThompsonSampling
16585,0,ThompsonSampling
16586,0,ThompsonSampling
16587,1,ThompsonSampling
16588,0,ThompsonSampling
16589,1,ThompsonSampling
16590,0,ThompsonSampling
16591,1,ThompsonSampling
16592,1,ThompsonSampling
16593,0,ThompsonSampling
16594,0,ThompsonSampling
16595,0,ThompsonSampling
16596,0,ThompsonSampling
16597,0,ThompsonSampling
16598,0,ThompsonSampling
16599,1,ThompsonSampling
16600,0,ThompsonSampling
16601,0,ThompsonSampling
16602,1,ThompsonSampling
16603,0,ThompsonSampling
16604,0,ThompsonSampling
16605,0,ThompsonSampling
16606,0,ThompsonSampling
16607,0,ThompsonSampling
16608,0,ThompsonSampling
16609,0,ThompsonSampling
16610,1,ThompsonSampling
16611,1,ThompsonSampling
16612,1,ThompsonSampling
16613,1,ThompsonSampling
16614,1,ThompsonSampling
16615,0,ThompsonSampling
16616,0,ThompsonSampling
16617,0,ThompsonSampling
16618,0,ThompsonSampling
16619,0,ThompsonSampling
16620,0,ThompsonSampling
16621,0,ThompsonSampling
16622,0,ThompsonSampling
16623,1,ThompsonSampling
16624,1,ThompsonSampling
16625,0,ThompsonSampling
16626,1,ThompsonSampling
16627,1,ThompsonSampling
16628,0,ThompsonSampling
16629,1,ThompsonSampling
16630,0,ThompsonSampling
16631,1,ThompsonSampling
16632,0,ThompsonSampling
16633,0,ThompsonSampling
16634,1,ThompsonSampling
16635,0,ThompsonSampling
16636,1,ThompsonSampling
16637,1,ThompsonSampling
16638,1,ThompsonSampling
16639,1,ThompsonSampling
16640,1,ThompsonSampling
16641,1,ThompsonSampling
16642,0,ThompsonSampling
16643,0,ThompsonSampling
16644,0,ThompsonSampling
16645,1,ThompsonSampling
16646,0,ThompsonSampling
16647,0,ThompsonSampling
16648,0,ThompsonSampling
16649,0,ThompsonSampling
16650,1,ThompsonSampling
16651,0,ThompsonSampling
16652,0,ThompsonSampling
16653,1,ThompsonSampling
16654,1,ThompsonSampling
16655,1,ThompsonSampling
16656,0,ThompsonSampling
16657,0,ThompsonSampling
16658,1,ThompsonSampling
16659,1,ThompsonSampling
16660,1,ThompsonSampling
16661,1,ThompsonSampling
16662,1,ThompsonSampling
16663,0,ThompsonSampling
16664,0,ThompsonSampling
16665,1,ThompsonSampling
16666,1,ThompsonSampling
16667,0,ThompsonSampling
16668,0,ThompsonSampling
16669,1,ThompsonSampling
16670,0,ThompsonSampling
16671,0,ThompsonSampling
16672,1,ThompsonSampling
16673,1,ThompsonSampling
16674,1,ThompsonSampling
16675,1,ThompsonSampling
16676,1,ThompsonSampling
16677,0,ThompsonSampling
16678,0,ThompsonSampling
16679,0,ThompsonSampling
16680,0,ThompsonSampling
16681,1,ThompsonSampling
16682,0,ThompsonSampling
16683,1,ThompsonSampling
16684,1,ThompsonSampling
16685,1,ThompsonSampling
16686,0,ThompsonSampling
16687,0,ThompsonSampling
16688,1,ThompsonSampling
16689,1,ThompsonSampling
16690,1,ThompsonSampling
16691,1,ThompsonSampling
16692,1,ThompsonSampling
16693,1,ThompsonSampling
16694,0,ThompsonSampling
16695,0,ThompsonSampling
16696,0,ThompsonSampling
16697,0,ThompsonSampling
16698,0,ThompsonSampling
16699,0,ThompsonSampling
16700,0,ThompsonSampling
16701,0,ThompsonSampling
16702,0,ThompsonSampling
16703,1,ThompsonSampling
16704,0,ThompsonSampling
16705,1,ThompsonSampling
16706,1,ThompsonSampling
16707,0,ThompsonSampling
16708,1,ThompsonSampling
16709,1,ThompsonSampling
16710,0,ThompsonSampling
16711,1,ThompsonSampling
16712,0,ThompsonSampling
16713,0,ThompsonSampling
16714,0,ThompsonSampling
16715,0,ThompsonSampling
16716,1,ThompsonSampling
16717,0,ThompsonSampling
16718,0,ThompsonSampling
16719,1,ThompsonSampling
16720,0,ThompsonSampling
16721,0,ThompsonSampling
16722,0,ThompsonSampling
16723,1,ThompsonSampling
16724,1,ThompsonSampling
16725,0,ThompsonSampling
16726,0,ThompsonSampling
16727,0,ThompsonSampling
16728,0,ThompsonSampling
16729,0,ThompsonSampling
16730,0,ThompsonSampling
16731,0,ThompsonSampling
16732,1,ThompsonSampling
16733,1,ThompsonSampling
16734,0,ThompsonSampling
16735,1,ThompsonSampling
16736,1,ThompsonSampling
16737,1,ThompsonSampling
16738,0,ThompsonSampling
16739,1,ThompsonSampling
16740,0,ThompsonSampling
16741,1,ThompsonSampling
16742,1,ThompsonSampling
16743,1,ThompsonSampling
16744,1,ThompsonSampling
16745,0,ThompsonSampling
16746,0,ThompsonSampling
16747,0,ThompsonSampling
16748,1,ThompsonSampling
16749,1,ThompsonSampling
16750,0,ThompsonSampling
16751,1,ThompsonSampling
16752,0,ThompsonSampling
16753,1,ThompsonSampling
16754,1,ThompsonSampling
16755,1,ThompsonSampling
16756,0,ThompsonSampling
16757,0,ThompsonSampling
16758,0,ThompsonSampling
16759,0,ThompsonSampling
16760,0,ThompsonSampling
16761,1,ThompsonSampling
16762,0,ThompsonSampling
16763,0,ThompsonSampling
16764,1,ThompsonSampling
16765,1,ThompsonSampling
16766,1,ThompsonSampling
16767,0,ThompsonSampling
16768,1,ThompsonSampling
16769,0,ThompsonSampling
16770,0,ThompsonSampling
16771,0,ThompsonSampling
16772,0,ThompsonSampling
16773,1,ThompsonSampling
16774,1,ThompsonSampling
16775,0,ThompsonSampling
16776,0,ThompsonSampling
16777,0,ThompsonSampling
16778,0,ThompsonSampling
16779,0,ThompsonSampling
16780,1,ThompsonSampling
16781,0,ThompsonSampling
16782,0,ThompsonSampling
16783,0,ThompsonSampling
16784,0,ThompsonSampling
16785,1,ThompsonSampling
16786,1,ThompsonSampling
16787,0,ThompsonSampling
16788,0,ThompsonSampling
16789,1,ThompsonSampling
16790,1,ThompsonSampling
16791,1,ThompsonSampling
16792,0,ThompsonSampling
16793,1,ThompsonSampling
16794,1,ThompsonSampling
16795,0,ThompsonSampling
16796,1,ThompsonSampling
16797,0,ThompsonSampling
16798,1,ThompsonSampling
16799,0,ThompsonSampling
16800,1,ThompsonSampling
16801,1,ThompsonSampling
16802,1,ThompsonSampling
16803,1,ThompsonSampling
16804,0,ThompsonSampling
16805,0,ThompsonSampling
16806,1,ThompsonSampling
16807,0,ThompsonSampling
16808,1,ThompsonSampling
16809,0,ThompsonSampling
16810,0,ThompsonSampling
16811,0,ThompsonSampling
16812,0,ThompsonSampling
16813,0,ThompsonSampling
16814,0,ThompsonSampling
16815,0,ThompsonSampling
16816,1,ThompsonSampling
16817,1,ThompsonSampling
16818,1,ThompsonSampling
16819,1,ThompsonSampling
16820,0,ThompsonSampling
16821,0,ThompsonSampling
16822,1,ThompsonSampling
16823,1,ThompsonSampling
16824,0,ThompsonSampling
16825,0,ThompsonSampling
16826,1,ThompsonSampling
16827,0,ThompsonSampling
16828,1,ThompsonSampling
16829,0,ThompsonSampling
16830,1,ThompsonSampling
16831,1,ThompsonSampling
16832,0,ThompsonSampling
16833,1,ThompsonSampling
16834,0,ThompsonSampling
16835,0,ThompsonSampling
16836,1,ThompsonSampling
16837,1,ThompsonSampling
16838,0,ThompsonSampling
16839,0,ThompsonSampling
16840,0,ThompsonSampling
16841,1,ThompsonSampling
16842,0,ThompsonSampling
16843,0,ThompsonSampling
16844,0,ThompsonSampling
16845,1,ThompsonSampling
16846,1,ThompsonSampling
16847,1,ThompsonSampling
16848,0,ThompsonSampling
16849,0,ThompsonSampling
16850,0,ThompsonSampling
16851,0,ThompsonSampling
16852,1,ThompsonSampling
16853,1,ThompsonSampling
16854,1,ThompsonSampling
16855,1,ThompsonSampling
16856,0,ThompsonSampling
16857,1,ThompsonSampling
16858,1,ThompsonSampling
16859,0,ThompsonSampling
16860,0,ThompsonSampling
16861,1,ThompsonSampling
16862,0,ThompsonSampling
16863,0,ThompsonSampling
16864,0,ThompsonSampling
16865,0,ThompsonSampling
16866,0,ThompsonSampling
16867,0,ThompsonSampling
16868,1,ThompsonSampling
16869,0,ThompsonSampling
16870,0,ThompsonSampling
16871,1,ThompsonSampling
16872,0,ThompsonSampling
16873,0,ThompsonSampling
16874,0,ThompsonSampling
16875,1,ThompsonSampling
16876,1,ThompsonSampling
16877,0,ThompsonSampling
16878,1,ThompsonSampling
16879,0,ThompsonSampling
16880,0,ThompsonSampling
16881,0,ThompsonSampling
16882,1,ThompsonSampling
16883,1,ThompsonSampling
16884,1,ThompsonSampling
16885,1,ThompsonSampling
16886,0,ThompsonSampling
16887,0,ThompsonSampling
16888,1,ThompsonSampling
16889,1,ThompsonSampling
16890,0,ThompsonSampling
16891,0,ThompsonSampling
16892,1,ThompsonSampling
16893,0,ThompsonSampling
16894,0,ThompsonSampling
16895,0,ThompsonSampling
16896,0,ThompsonSampling
16897,0,ThompsonSampling
16898,0,ThompsonSampling
16899,0,ThompsonSampling
16900,0,ThompsonSampling
16901,1,ThompsonSampling
16902,0,ThompsonSampling
16903,0,ThompsonSampling
16904,1,ThompsonSampling
16905,0,ThompsonSampling
16906,0,ThompsonSampling
16907,0,ThompsonSampling
16908,1,ThompsonSampling
16909,1,ThompsonSampling
16910,0,ThompsonSampling
16911,0,ThompsonSampling
16912,1,ThompsonSampling
16913,1,ThompsonSampling
16914,0,ThompsonSampling
16915,0,ThompsonSampling
16916,0,ThompsonSampling
16917,1,ThompsonSampling
16918,0,ThompsonSampling
16919,0,ThompsonSampling
16920,1,ThompsonSampling
16921,0,ThompsonSampling
16922,0,ThompsonSampling
16923,0,ThompsonSampling
16924,0,ThompsonSampling
16925,0,ThompsonSampling
16926,0,ThompsonSampling
16927,0,ThompsonSampling
16928,0,ThompsonSampling
16929,0,ThompsonSampling
16930,0,ThompsonSampling
16931,0,ThompsonSampling
16932,0,ThompsonSampling
16933,0,ThompsonSampling
16934,0,ThompsonSampling
16935,0,ThompsonSampling
16936,0,ThompsonSampling
16937,1,ThompsonSampling
16938,1,ThompsonSampling
16939,1,ThompsonSampling
16940,1,ThompsonSampling
16941,0,ThompsonSampling
16942,0,ThompsonSampling
16943,0,ThompsonSampling
16944,0,ThompsonSampling
16945,1,ThompsonSampling
16946,1,ThompsonSampling
16947,0,ThompsonSampling
16948,1,ThompsonSampling
16949,0,ThompsonSampling
16950,1,ThompsonSampling
16951,0,ThompsonSampling
16952,0,ThompsonSampling
16953,1,ThompsonSampling
16954,0,ThompsonSampling
16955,1,ThompsonSampling
16956,0,ThompsonSampling
16957,1,ThompsonSampling
16958,1,ThompsonSampling
16959,0,ThompsonSampling
16960,1,ThompsonSampling
16961,1,ThompsonSampling
16962,1,ThompsonSampling
16963,0,ThompsonSampling
16964,0,ThompsonSampling
16965,1,ThompsonSampling
16966,0,ThompsonSampling
16967,0,ThompsonSampling
16968,0,ThompsonSampling
16969,0,ThompsonSampling
16970,0,ThompsonSampling
16971,0,ThompsonSampling
16972,0,ThompsonSampling
16973,0,ThompsonSampling
16974,0,ThompsonSampling
16975,0,ThompsonSampling
16976,0,ThompsonSampling
16977,1,ThompsonSampling
16978,0,ThompsonSampling
16979,1,ThompsonSampling
16980,1,ThompsonSampling
16981,0,ThompsonSampling
16982,0,ThompsonSampling
16983,0,ThompsonSampling
16984,1,ThompsonSampling
16985,1,ThompsonSampling
16986,0,ThompsonSampling
16987,0,ThompsonSampling
16988,1,ThompsonSampling
16989,0,ThompsonSampling
16990,1,ThompsonSampling
16991,1,ThompsonSampling
16992,0,ThompsonSampling
16993,1,ThompsonSampling
16994,1,ThompsonSampling
16995,0,ThompsonSampling
16996,1,ThompsonSampling
16997,0,ThompsonSampling
16998,1,ThompsonSampling
16999,1,ThompsonSampling
17000,0,ThompsonSampling
17001,1,ThompsonSampling
17002,0,ThompsonSampling
17003,1,ThompsonSampling
17004,1,ThompsonSampling
17005,1,ThompsonSampling
17006,0,ThompsonSampling
17007,1,ThompsonSampling
17008,0,ThompsonSampling
17009,0,ThompsonSampling
17010,1,ThompsonSampling
17011,1,ThompsonSampling
17012,0,ThompsonSampling
17013,0,ThompsonSampling
17014,0,ThompsonSampling
17015,1,ThompsonSampling
17016,0,ThompsonSampling
17017,0,ThompsonSampling
17018,1,ThompsonSampling
17019,1,ThompsonSampling
17020,0,ThompsonSampling
17021,1,ThompsonSampling
17022,0,ThompsonSampling
17023,0,ThompsonSampling
17024,1,ThompsonSampling
17025,1,ThompsonSampling
17026,1,ThompsonSampling
17027,1,ThompsonSampling
17028,1,ThompsonSampling
17029,1,ThompsonSampling
17030,1,ThompsonSampling
17031,0,ThompsonSampling
17032,1,ThompsonSampling
17033,0,ThompsonSampling
17034,0,ThompsonSampling
17035,0,ThompsonSampling
17036,1,ThompsonSampling
17037,0,ThompsonSampling
17038,0,ThompsonSampling
17039,1,ThompsonSampling
17040,0,ThompsonSampling
17041,1,ThompsonSampling
17042,0,ThompsonSampling
17043,1,ThompsonSampling
17044,1,ThompsonSampling
17045,1,ThompsonSampling
17046,0,ThompsonSampling
17047,0,ThompsonSampling
17048,1,ThompsonSampling
17049,1,ThompsonSampling
17050,1,ThompsonSampling
17051,1,ThompsonSampling
17052,0,ThompsonSampling
17053,1,ThompsonSampling
17054,1,ThompsonSampling
17055,1,ThompsonSampling
17056,0,ThompsonSampling
17057,0,ThompsonSampling
17058,0,ThompsonSampling
17059,0,ThompsonSampling
17060,0,ThompsonSampling
17061,0,ThompsonSampling
17062,0,ThompsonSampling
17063,1,ThompsonSampling
17064,0,ThompsonSampling
17065,1,ThompsonSampling
17066,1,ThompsonSampling
17067,0,ThompsonSampling
17068,0,ThompsonSampling
17069,0,ThompsonSampling
17070,1,ThompsonSampling
17071,0,ThompsonSampling
17072,0,ThompsonSampling
17073,1,ThompsonSampling
17074,1,ThompsonSampling
17075,1,ThompsonSampling
17076,1,ThompsonSampling
17077,1,ThompsonSampling
17078,1,ThompsonSampling
17079,1,ThompsonSampling
17080,1,ThompsonSampling
17081,0,ThompsonSampling
17082,0,ThompsonSampling
17083,0,ThompsonSampling
17084,0,ThompsonSampling
17085,0,ThompsonSampling
17086,0,ThompsonSampling
17087,0,ThompsonSampling
17088,1,ThompsonSampling
17089,0,ThompsonSampling
17090,0,ThompsonSampling
17091,1,ThompsonSampling
17092,0,ThompsonSampling
17093,0,ThompsonSampling
17094,0,ThompsonSampling
17095,1,ThompsonSampling
17096,1,ThompsonSampling
17097,1,ThompsonSampling
17098,0,ThompsonSampling
17099,1,ThompsonSampling
17100,0,ThompsonSampling
17101,0,ThompsonSampling
17102,1,ThompsonSampling
17103,0,ThompsonSampling
17104,1,ThompsonSampling
17105,0,ThompsonSampling
17106,0,ThompsonSampling
17107,0,ThompsonSampling
17108,1,ThompsonSampling
17109,1,ThompsonSampling
17110,1,ThompsonSampling
17111,0,ThompsonSampling
17112,0,ThompsonSampling
17113,1,ThompsonSampling
17114,0,ThompsonSampling
17115,0,ThompsonSampling
17116,0,ThompsonSampling
17117,1,ThompsonSampling
17118,0,ThompsonSampling
17119,1,ThompsonSampling
17120,1,ThompsonSampling
17121,0,ThompsonSampling
17122,1,ThompsonSampling
17123,1,ThompsonSampling
17124,0,ThompsonSampling
17125,1,ThompsonSampling
17126,1,ThompsonSampling
17127,0,ThompsonSampling
17128,0,ThompsonSampling
17129,1,ThompsonSampling
17130,1,ThompsonSampling
17131,1,ThompsonSampling
17132,0,ThompsonSampling
17133,0,ThompsonSampling
17134,0,ThompsonSampling
17135,0,ThompsonSampling
17136,1,ThompsonSampling
17137,0,ThompsonSampling
17138,1,ThompsonSampling
17139,0,ThompsonSampling
17140,0,ThompsonSampling
17141,0,ThompsonSampling
17142,0,ThompsonSampling
17143,0,ThompsonSampling
17144,0,ThompsonSampling
17145,0,ThompsonSampling
17146,1,ThompsonSampling
17147,0,ThompsonSampling
17148,0,ThompsonSampling
17149,1,ThompsonSampling
17150,0,ThompsonSampling
17151,0,ThompsonSampling
17152,0,ThompsonSampling
17153,0,ThompsonSampling
17154,0,ThompsonSampling
17155,0,ThompsonSampling
17156,1,ThompsonSampling
17157,0,ThompsonSampling
17158,1,ThompsonSampling
17159,0,ThompsonSampling
17160,0,ThompsonSampling
17161,0,ThompsonSampling
17162,0,ThompsonSampling
17163,1,ThompsonSampling
17164,1,ThompsonSampling
17165,1,ThompsonSampling
17166,1,ThompsonSampling
17167,0,ThompsonSampling
17168,1,ThompsonSampling
17169,0,ThompsonSampling
17170,1,ThompsonSampling
17171,1,ThompsonSampling
17172,0,ThompsonSampling
17173,1,ThompsonSampling
17174,0,ThompsonSampling
17175,1,ThompsonSampling
17176,1,ThompsonSampling
17177,0,ThompsonSampling
17178,0,ThompsonSampling
17179,0,ThompsonSampling
17180,0,ThompsonSampling
17181,0,ThompsonSampling
17182,0,ThompsonSampling
17183,0,ThompsonSampling
17184,0,ThompsonSampling
17185,0,ThompsonSampling
17186,0,ThompsonSampling
17187,0,ThompsonSampling
17188,0,ThompsonSampling
17189,0,ThompsonSampling
17190,0,ThompsonSampling
17191,0,ThompsonSampling
17192,0,ThompsonSampling
17193,1,ThompsonSampling
17194,1,ThompsonSampling
17195,0,ThompsonSampling
17196,1,ThompsonSampling
17197,1,ThompsonSampling
17198,1,ThompsonSampling
17199,0,ThompsonSampling
17200,1,ThompsonSampling
17201,0,ThompsonSampling
17202,0,ThompsonSampling
17203,0,ThompsonSampling
17204,0,ThompsonSampling
17205,1,ThompsonSampling
17206,0,ThompsonSampling
17207,1,ThompsonSampling
17208,1,ThompsonSampling
17209,1,ThompsonSampling
17210,0,ThompsonSampling
17211,0,ThompsonSampling
17212,0,ThompsonSampling
17213,1,ThompsonSampling
17214,0,ThompsonSampling
17215,1,ThompsonSampling
17216,1,ThompsonSampling
17217,0,ThompsonSampling
17218,0,ThompsonSampling
17219,1,ThompsonSampling
17220,1,ThompsonSampling
17221,0,ThompsonSampling
17222,1,ThompsonSampling
17223,1,ThompsonSampling
17224,1,ThompsonSampling
17225,0,ThompsonSampling
17226,1,ThompsonSampling
17227,0,ThompsonSampling
17228,0,ThompsonSampling
17229,0,ThompsonSampling
17230,0,ThompsonSampling
17231,1,ThompsonSampling
17232,1,ThompsonSampling
17233,1,ThompsonSampling
17234,0,ThompsonSampling
17235,0,ThompsonSampling
17236,0,ThompsonSampling
17237,0,ThompsonSampling
17238,1,ThompsonSampling
17239,1,ThompsonSampling
17240,0,ThompsonSampling
17241,0,ThompsonSampling
17242,1,ThompsonSampling
17243,0,ThompsonSampling
17244,0,ThompsonSampling
17245,0,ThompsonSampling
17246,1,ThompsonSampling
17247,0,ThompsonSampling
17248,0,ThompsonSampling
17249,0,ThompsonSampling
17250,0,ThompsonSampling
17251,1,ThompsonSampling
17252,1,ThompsonSampling
17253,0,ThompsonSampling
17254,0,ThompsonSampling
17255,1,ThompsonSampling
17256,1,ThompsonSampling
17257,1,ThompsonSampling
17258,0,ThompsonSampling
17259,0,ThompsonSampling
17260,1,ThompsonSampling
17261,1,ThompsonSampling
17262,0,ThompsonSampling
17263,0,ThompsonSampling
17264,1,ThompsonSampling
17265,1,ThompsonSampling
17266,0,ThompsonSampling
17267,0,ThompsonSampling
17268,0,ThompsonSampling
17269,0,ThompsonSampling
17270,0,ThompsonSampling
17271,0,ThompsonSampling
17272,0,ThompsonSampling
17273,1,ThompsonSampling
17274,0,ThompsonSampling
17275,0,ThompsonSampling
17276,1,ThompsonSampling
17277,0,ThompsonSampling
17278,0,ThompsonSampling
17279,0,ThompsonSampling
17280,0,ThompsonSampling
17281,0,ThompsonSampling
17282,0,ThompsonSampling
17283,0,ThompsonSampling
17284,1,ThompsonSampling
17285,1,ThompsonSampling
17286,0,ThompsonSampling
17287,0,ThompsonSampling
17288,0,ThompsonSampling
17289,0,ThompsonSampling
17290,0,ThompsonSampling
17291,1,ThompsonSampling
17292,1,ThompsonSampling
17293,0,ThompsonSampling
17294,0,ThompsonSampling
17295,0,ThompsonSampling
17296,1,ThompsonSampling
17297,0,ThompsonSampling
17298,1,ThompsonSampling
17299,1,ThompsonSampling
17300,1,ThompsonSampling
17301,0,ThompsonSampling
17302,1,ThompsonSampling
17303,1,ThompsonSampling
17304,0,ThompsonSampling
17305,0,ThompsonSampling
17306,0,ThompsonSampling
17307,1,ThompsonSampling
17308,0,ThompsonSampling
17309,1,ThompsonSampling
17310,0,ThompsonSampling
17311,0,ThompsonSampling
17312,0,ThompsonSampling
17313,0,ThompsonSampling
17314,0,ThompsonSampling
17315,0,ThompsonSampling
17316,0,ThompsonSampling
17317,0,ThompsonSampling
17318,0,ThompsonSampling
17319,0,ThompsonSampling
17320,1,ThompsonSampling
17321,0,ThompsonSampling
17322,0,ThompsonSampling
17323,1,ThompsonSampling
17324,0,ThompsonSampling
17325,0,ThompsonSampling
17326,1,ThompsonSampling
17327,1,ThompsonSampling
17328,0,ThompsonSampling
17329,0,ThompsonSampling
17330,0,ThompsonSampling
17331,1,ThompsonSampling
17332,0,ThompsonSampling
17333,1,ThompsonSampling
17334,1,ThompsonSampling
17335,0,ThompsonSampling
17336,0,ThompsonSampling
17337,1,ThompsonSampling
17338,0,ThompsonSampling
17339,1,ThompsonSampling
17340,0,ThompsonSampling
17341,1,ThompsonSampling
17342,0,ThompsonSampling
17343,0,ThompsonSampling
17344,0,ThompsonSampling
17345,0,ThompsonSampling
17346,1,ThompsonSampling
17347,1,ThompsonSampling
17348,0,ThompsonSampling
17349,0,ThompsonSampling
17350,0,ThompsonSampling
17351,0,ThompsonSampling
17352,0,ThompsonSampling
17353,1,ThompsonSampling
17354,0,ThompsonSampling
17355,1,ThompsonSampling
17356,0,ThompsonSampling
17357,1,ThompsonSampling
17358,0,ThompsonSampling
17359,1,ThompsonSampling
17360,1,ThompsonSampling
17361,1,ThompsonSampling
17362,1,ThompsonSampling
17363,0,ThompsonSampling
17364,1,ThompsonSampling
17365,0,ThompsonSampling
17366,0,ThompsonSampling
17367,1,ThompsonSampling
17368,0,ThompsonSampling
17369,0,ThompsonSampling
17370,1,ThompsonSampling
17371,1,ThompsonSampling
17372,1,ThompsonSampling
17373,1,ThompsonSampling
17374,0,ThompsonSampling
17375,1,ThompsonSampling
17376,0,ThompsonSampling
17377,0,ThompsonSampling
17378,0,ThompsonSampling
17379,1,ThompsonSampling
17380,0,ThompsonSampling
17381,1,ThompsonSampling
17382,0,ThompsonSampling
17383,0,ThompsonSampling
17384,1,ThompsonSampling
17385,1,ThompsonSampling
17386,1,ThompsonSampling
17387,1,ThompsonSampling
17388,1,ThompsonSampling
17389,0,ThompsonSampling
17390,0,ThompsonSampling
17391,1,ThompsonSampling
17392,0,ThompsonSampling
17393,0,ThompsonSampling
17394,0,ThompsonSampling
17395,1,ThompsonSampling
17396,0,ThompsonSampling
17397,0,ThompsonSampling
